source,target,seed,coop_acc,coop_log,safe_acc,safe_log,legacy_acc,legacy_log,safe_delta,legacy_delta,safe_minus_legacy,complete
sun397,caltech101,3,64.1,third_party/CoOp_clean/output/xd/test/caltech101/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,74.4,third_party/CoOp_clean/output/xd/test/caltech101/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,74.2,third_party/CoOp_clean/output/xd/test/caltech101/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,10.300000000000011,10.100000000000009,0.20000000000000284,True
sun397,stanford_cars,1,51.2,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,47.8,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,47.6,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,-3.4000000000000057,-3.6000000000000014,0.19999999999999574,True
sun397,stanford_cars,2,45.7,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,48.0,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,46.9,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,2.299999999999997,1.1999999999999957,1.1000000000000014,True
sun397,stanford_cars,3,49.3,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,44.9,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,45.9,third_party/CoOp_clean/output/xd/test/stanford_cars/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,-4.399999999999999,-3.3999999999999986,-1.0,True
sun397,fgvc_aircraft,1,9.5,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,10.6,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,9.9,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,1.0999999999999996,0.40000000000000036,0.6999999999999993,True
sun397,fgvc_aircraft,2,8.3,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,7.3,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,6.1,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,-1.0000000000000009,-2.200000000000001,1.2000000000000002,True
sun397,fgvc_aircraft,3,10.3,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,7.1,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,6.7,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,-3.200000000000001,-3.6000000000000005,0.39999999999999947,True
sun397,ucf101,1,50.3,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,48.3,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,47.4,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,-2.0,-2.8999999999999986,0.8999999999999986,True
sun397,ucf101,2,46.0,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,50.9,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,43.3,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,4.899999999999999,-2.700000000000003,7.600000000000001,True
sun397,ucf101,3,48.5,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,50.2,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,44.2,third_party/CoOp_clean/output/xd/test/ucf101/source_sun397/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,1.7000000000000028,-4.299999999999997,6.0,True
oxford_pets,eurosat,1,21.2,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,14.4,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,14.7,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,-6.799999999999999,-6.5,-0.29999999999999893,True
oxford_pets,eurosat,2,26.7,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,19.7,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,19.8,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,-7.0,-6.899999999999999,-0.10000000000000142,True
oxford_pets,eurosat,3,19.7,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,24.2,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,23.6,third_party/CoOp_clean/output/xd/test/eurosat/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,4.5,3.900000000000002,0.5999999999999979,True
oxford_pets,dtd,1,20.6,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,23.1,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,23.5,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,2.5,2.8999999999999986,-0.3999999999999986,True
oxford_pets,dtd,2,21.3,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,24.6,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,24.2,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,3.3000000000000007,2.8999999999999986,0.40000000000000213,True
oxford_pets,dtd,3,24.2,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,24.0,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,23.9,third_party/CoOp_clean/output/xd/test/dtd/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,-0.1999999999999993,-0.3000000000000007,0.10000000000000142,True
oxford_pets,food101,1,35.7,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,42.5,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,41.4,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,6.799999999999997,5.699999999999996,1.1000000000000014,True
oxford_pets,food101,2,36.1,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,52.8,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,52.7,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,16.699999999999996,16.6,0.09999999999999432,True
oxford_pets,food101,3,67.8,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,58.0,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,57.7,third_party/CoOp_clean/output/xd/test/food101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,-9.799999999999997,-10.099999999999994,0.29999999999999716,True
oxford_pets,oxford_flowers,1,31.0,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,34.1,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,33.0,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,3.1000000000000014,2.0,1.1000000000000014,True
oxford_pets,oxford_flowers,2,39.7,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,44.8,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,44.8,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,5.099999999999994,5.099999999999994,0.0,True
oxford_pets,oxford_flowers,3,50.3,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,50.6,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,50.3,third_party/CoOp_clean/output/xd/test/oxford_flowers/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,0.30000000000000426,0.0,0.30000000000000426,True
oxford_pets,caltech101,1,58.5,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,66.2,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,66.2,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,7.700000000000003,7.700000000000003,0.0,True
oxford_pets,caltech101,2,71.6,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,74.0,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,74.2,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,2.4000000000000057,2.6000000000000085,-0.20000000000000284,True
oxford_pets,caltech101,3,78.1,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,73.2,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,72.8,third_party/CoOp_clean/output/xd/test/caltech101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,-4.8999999999999915,-5.299999999999997,0.4000000000000057,True
oxford_pets,stanford_cars,1,42.5,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,44.1,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,44.4,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,1.6000000000000014,1.8999999999999986,-0.29999999999999716,True
oxford_pets,stanford_cars,2,45.8,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,47.8,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,47.6,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,2.0,1.8000000000000043,0.19999999999999574,True
oxford_pets,stanford_cars,3,44.8,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,49.2,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,49.2,third_party/CoOp_clean/output/xd/test/stanford_cars/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,4.400000000000006,4.400000000000006,0.0,True
oxford_pets,fgvc_aircraft,1,5.3,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,4.9,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,4.9,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,-0.39999999999999947,-0.39999999999999947,0.0,True
oxford_pets,fgvc_aircraft,2,4.2,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,6.5,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,6.8,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,2.3,2.5999999999999996,-0.2999999999999998,True
oxford_pets,fgvc_aircraft,3,7.6,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,10.1,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,10.2,third_party/CoOp_clean/output/xd/test/fgvc_aircraft/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,2.5,2.5999999999999996,-0.09999999999999964,True
oxford_pets,ucf101,1,38.7,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,44.9,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,44.6,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,6.199999999999996,5.899999999999999,0.29999999999999716,True
oxford_pets,ucf101,2,36.6,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,40.5,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,40.2,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,3.8999999999999986,3.6000000000000014,0.29999999999999716,True
oxford_pets,ucf101,3,41.2,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,42.0,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,42.2,third_party/CoOp_clean/output/xd/test/ucf101/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,0.7999999999999972,1.0,-0.20000000000000284,True
oxford_pets,sun397,1,32.8,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed1/log.txt,33.7,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed1/log.txt,33.2,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed1/log.txt,0.9000000000000057,0.4000000000000057,0.5,True
oxford_pets,sun397,2,34.5,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed2/log.txt,38.7,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed2/log.txt,39.0,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed2/log.txt,4.200000000000003,4.5,-0.29999999999999716,True
oxford_pets,sun397,3,40.0,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOp/rn50_ep50/nctx16_cscFalse_ctpend/seed3/log.txt,41.5,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_safe_noalt/seed3/log.txt,41.4,third_party/CoOp_clean/output/xd/test/sun397/source_oxford_pets/shots_16/CoOpPriorRes/rn50_ep50/nctx16_cscFalse_ctpend_legacy_noalt/seed3/log.txt,1.5,1.3999999999999986,0.10000000000000142,True
